"s_205";1;"(Strongly disagree) 1  "
"s_205";2;"(Disagree) 2  "
"s_205";3;"(Neutral) 3  "
"s_205";4;"(Agree) 4  "
"s_205";5;"(Strongly agree) 5  "
"s_206";1;"(Strongly disagree) 1  "
"s_206";2;"(Disagree) 2  "
"s_206";3;"(Neutral) 3  "
"s_206";4;"(Agree) 4  "
"s_206";5;"(Strongly agree) 5  "
"s_207";1;"(Strongly disagree) 1  "
"s_207";2;"(Disagree) 2  "
"s_207";3;"(Neutral) 3  "
"s_207";4;"(Agree) 4  "
"s_207";5;"(Strongly agree) 5  "
"s_175";1;"Interface 1"
"s_175";2;"Interface 2"
"s_175";3;"Interface 3"
"s_178";1;"Interface 1"
"s_178";2;"Interface 2"
"s_178";3;"Interface 3"
"s_85";1;"(Strongly disagree) 1  "
"s_85";2;"(Disagree) 2  "
"s_85";3;"(Neutral) 3  "
"s_85";4;"(Agree) 4  "
"s_85";5;"(Strongly agree) 5  "
"s_86";1;"(Strongly disagree) 1  "
"s_86";2;"(Disagree) 2  "
"s_86";3;"(Neutral) 3  "
"s_86";4;"(Agree) 4  "
"s_86";5;"(Strongly agree) 5  "
"s_97";1;"(Strongly disagree) 1  "
"s_97";2;"(Disagree) 2  "
"s_97";3;"(Neutral) 3  "
"s_97";4;"(Agree) 4  "
"s_97";5;"(Strongly agree) 5  "
"statc_1";0;"Not selected"
"statc_1";1;"Selected"
"statc_2";0;"Not selected"
"statc_2";1;"Selected"
"statc_3";0;"Not selected"
"statc_3";1;"Selected"
"stato_1";0;"Not selected"
"stato_1";1;"Selected"
"stato_2";0;"Not selected"
"stato_2";1;"Selected"
"stato_3";0;"Not selected"
"stato_3";1;"Selected"
"stato_4";0;"Not selected"
"stato_4";1;"Selected"
"stato_5";0;"Not selected"
"stato_5";1;"Selected"
